Fichero actualizado a fecha: 2016-11-06 02:18:16
Nombre del Organismo,Descripción,DatosPersonales,Dirección,Calle,CodigoPostal,Localidad,Localidad,SoloClasificar,Teléfono,Telefax oficial,Fax,e-mail,Páginas de internet,Posicion,Información adicional,Directorio Superior,Identificador Directorio Superior,Identificador,ultimaActualizacion,Enlace al contenido,
"El Barco de Ávila",,,"C/ El Castillo, s/n C.P. 05600 El Barco de Ávila (Ávila)",,,,,,"920 340 201",,"920 340 201",,,,,"Centros de Día para Personas Mayores","1142233499419",1142233499558,20081124,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233499558/DirectorioPadre",
"El Barco de Ávila",,,"C/ Cordel de Extremadura, s/n C.P. 05600 El Barco de Ávila (Ávila)",,,,,,"920 340 017",,"920 340 543",,,,,"Unidades Veterinarias","1142233497414",1142233497519,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233497519/DirectorioPadre",
"El Barraco",,,"Pza. de Toros,29 C.P.05110 El Barraco (Ávila)",,,,,,"920 281 874",,"920 293 120",,,,,"Unidades Veterinarias","1142233497414",1204555128251,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1204555128251/DirectorioPadre",
"El Barraco",,,"Travesía de la Iglesia, 9 C.P. 05110 El Barraco (Ávila)",,,,,,"920 281 484",,,,,,,"Centros de Guardia de Ávila","1142233498885",1142233498910,20081124,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233498910/DirectorioPadre",
"El Burgo de Osma",,,"C/ Juan Carlos I, s/n C.P. 42300 El Burgo de Osma (Soria)",,,,,,"975 340 807",,,,,,,"Parques de Maquinaria","1142233555493",1142233555570,20081107,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233555570/DirectorioPadre",
"El Burgo de Osma",,,"Avda. Juan Carlos I,6 C.P. 42300 El Burgo de Osma (Soria)",,,,,,"975 340 223",,,,,,,"Servicios Farmacéuticos Oficiales","1204554928841",1204554934399,20081107,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1204554934399/DirectorioPadre",
"El Burgo de Osma",,,"C/ Acosta, 38 C.P. 42300 El Burgo de Osma (Soria)",,,,,,"975 341 211",,"975 360 007",,,,,"Centros de Salud Rurales de Soria","1142233557463",1142233557624,20081127,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233557624/DirectorioPadre",
"El Burgo de Osma",,,"Avda. Juan Carlos I, 6 C.P. 42300 El Burgo de Osma (Soria)",,,,,,"975 340 817",,"975 360 456",,,,,"Secciones Agrarias Comarcales de la provincia de Soria","1142233555870",1142233555973,20081106,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233555973/DirectorioPadre",
"El Espinar",,,"C/ Mari García, 5 C.P. 40400 El Espinar (Segovia)",,,,,,"921 181 014",,"921 182 138",,,,,"Centros de Salud Rurales de Segovia","1142233550239",1142233550346,20081127,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233550346/DirectorioPadre",
"El Espinar.",,,"Pza. España, 14 C.P. 40400 El Espinar (Segovia)",,,,,,"921 182 155",,,,,,,"Centros de Atención a Personas Mayores","1142233550973",1142233551232,20081127,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233551232/DirectorioPadre",
"EM Alba de Tormes - Alba de Tormes (Salamanca)",,"Escuela de Música",,"C/ San Francisco, s/n","37800","Alba de Tormes","1179298177187",,"923 300 024",,,,,"40.82761177066219#-5.5100297927856445#88",,"Enseñanzas Artísticas","1284292951470",1204813553259,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1204813553259/DirectorioPadre",
"EM Arenas de San Pedro - Arenas de San Pedro (Ávila)",,"Escuela de Música",,"Pza. deL Generalísimo, 1","05440","Arenas de San Pedro","1179297190675",,"920 370 005",,,,,"40.20896673850961#-5.090446472167969#88",,"Enseñanzas Artísticas","1142233502881",1142233502958,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233502958/DirectorioPadre",
"EM de Ávila - Ávila (Ávila)",,"Escuela de Música",,"C/ Francisco Gallego, 10","05002","Ávila","1179297192481",,"920 257 970",,,,,"40.65371783444219#-4.699530601501465#88",,"Enseñanzas Artísticas","1142233502881",1284290129708,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290129708/DirectorioPadre",
"EM de Cabrerizos - Cabrerizos (Salamanca)",,"Escuela de Música",,"C/ Camino de Salamanca, 30","37193","Cabrerizos","1179298206129",,"923 209 414",,,,,"40.977792133665574#-5.612297058105469#88",,"Enseñanzas Artísticas","1284292951470",1284292954892,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292954892/DirectorioPadre",
"EM de Carbajosa de la Sagrada - Carbajosa de la Sagrada (Salamanca)",,"Escuela de Música",,"Pza. de las Escuelas, 3","37188","Carbajosa de la Sagrada","1179298212791",,"923 208 019",,,,,"40.93322773476865#-5.650234222412109#88",,"Enseñanzas Artísticas","1284292951470",1284292955060,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292955060/DirectorioPadre",
"EM de Carbonero el Mayor - Carbonero el Mayor (Segovia)",,"Escuela de Música",,"Pza. de España, 1","40000","Carbonero El Mayor","1179298419803",,"921 560 002",,,,,"41.122200388740175#-4.265999794006348#88",,"Enseñanzas Artísticas","1284290941421",1284291372123,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291372123/DirectorioPadre",
"EM Cecilio de Benito - Cuéllar (Segovia)",,"Escuela de Música",,"C/ Chorretones, 1","40200","Cuéllar","1179298428248",,"921 140 014",,,,,"41.39953974037497#-4.312305450439453#88",,"Enseñanzas Artísticas","1284290941421",1284291370380,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291370380/DirectorioPadre",
"EM Ciudad de Cauca/ Don Bernabé Corbacho - Coca (Segovia)",,"Escuela de Música",,"Avda. del Icona, 7","40480","Coca","1179298425057",,"921 586 227",,,,,"41.211301812506875#-4.52113151550293#88",,"Enseñanzas Artísticas","1284290941421",1284291371571,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291371571/DirectorioPadre",
"EM de El Cubo de la Tierra del Vino - El Cubo de la Tierra del Vino (Zamora)",,"Escuela de Música",,"C/ Eras de Arriba, s/n","49710","Cubo de Tierra del Vino (El)","1179469357344",,"980 577 301",,,,,"41.25406487942273#-5.71439266204834#88",,"Enseñanzas Artísticas","1284292025703",1284292028860,20131107,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292028860/DirectorioPadre",
"EM de El Espinar - El Espinar (Segovia)",,"Escuela de Música",,"C/ Cantarranas, 10","40480","Espinar (El)","1179298439177",,"921 181 700",,,,,"40.71730620617879#-4.250164031982422#88",,"Enseñanzas Artísticas","1284290941421",1284291374348,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291374348/DirectorioPadre",
"EM El Tiemblo - El Tiemblo (Ávila)",,"Escuela de Música",,"Pza. Isidoro Rodríguez Maroto s/n","05270","Tiemblo (El)","1179297279520",,"918 625 002",,,,,"40.41611000901211#-4.49615478515625#76",,"Enseñanzas Artísticas","1142233502881",1284290130005,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290130005/DirectorioPadre",
"EM de Guijuelo - Guijuelo (Salamanca)",,"Escuela de Música",,"C/ Príncipe Felipe, 53","37770","Guijuelo","1179298254513",,"923 580 786",,,,,"40.93322773476865#-5.650234222412109#88",,"Enseñanzas Artísticas","1284292951470",1284292955468,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292955468/DirectorioPadre",
"EM Juan Esquivel de Barahona - Ciudad Rodrigo (Salamanca)",,"Escuela de Música",,"C/ Báscula, 18","37500","Ciudad Rodrigo","1179298231776",,"923 460 798",,,,,"40.600594295226564#-6.533946990966797#88",,"Enseñanzas Artísticas","1284292951470",1142233546564,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233546564/DirectorioPadre",
"EM de Nava de la Asunción - Nava de la Asunción (Segovia)",,"Escuela de Música",,"Avda. del Balonmano Nava, 1","40450","Nava de la Asunción","1179298525930",,"921 580 036",,,,,"41.15413317263271#-4.488859176635742#88",,"Enseñanzas Artísticas","1284290941421",1284291375041,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291375041/DirectorioPadre",
"EM de Palazuelos de Eresma - Palazuelos de Eresma (Segovia)",,"Escuela de Música",,"C/ Real, 50","40194","Palazuelos de Eresma","1179298534534",,"921 449 887",,,,,"40.93073123894359#-4.058547019958496#88",,"Enseñanzas Artísticas","1284290941421",1284291376182,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291376182/DirectorioPadre",
"EM de Peñaranda de Bracamonte - Peñaranda de Bracamonte (Salamanca)",,"Escuela de Música",,"Pza. de España, 14","37300","Peñaranda de Bracamonte","1179298309252",,"923 541 200",,"923 541 687",,,"40.9010903040691#-5.200395584106445#88",,"Enseñanzas Artísticas","1284292951470",1142233546616,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233546616/DirectorioPadre",
"EM de Salamanca - Salamanca (Salamanca)",,"Escuela de Música",,"C/ Juan de Garay, 8","37004","Salamanca","1179298323669",,"923 250 237",,,,,"40.975200120189925#-5.649847984313965#88",,"Enseñanzas Artísticas","1284292951470",1142233546718,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233546718/DirectorioPadre",
"EM de San Cristóbal de Segovia - San Cristóbal de Segovia (Segovia)",,"Escuela Municipal de Música",,"Cra. de Trescasas, 39","40197","San Cristóbal de Segovia","1179298582367",,"921 406 823",,,,,"40.95413623527956#-4.089360237121582#88",,"Enseñanzas Artísticas","1284290941421",1284291379250,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291379250/DirectorioPadre",
"EM de Santa Marta de Tormes - Santa Marta de Tormes (Salamanca)",,"Escuela de Música",,"Pseo. Profesor Enrique Tierno Galván, s/n","37900","Santa Marta de Tormes","1179298334099",,"923 200 427",,,,,"40.94622744140709#-5.62650203704834#88",,"Enseñanzas Artísticas","1284292951470",1284292956029,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292956029/DirectorioPadre",
"EM de Sepúlveda - Sepúlveda (Segovia)",,"Escuela de Música",,"C/ Hospital, 25","40300","Sepúlveda","1179298565408",,"921 540 000",,,,,"41.297412572239565#-3.748912811279297#82",,"Enseñanzas Artísticas","1284290941421",1284291376359,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291376359/DirectorioPadre",
"EM de Toro - Toro (Zamora)",,"Escuela de Música",,"C/ Cantar del Arriero, 8","49800","Toro","1179469472195",,"980 108 100",,,,,"41.52377651969045#-5.391197204589844#88",,"Enseñanzas Artísticas","1284292025703",1284292030179,20131107,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292030179/DirectorioPadre",
"EM de Torrecaballeros - Torrecaballeros (Segovia)",,"Escuela de Música",,"Pza. Mayor, 1","40160","Torrecaballeros","1179298569184",,"921 401 005",,,,,"40.992402704053006#-4.02400016784668#88",,"Enseñanzas Artísticas","1284290941421",1284291377653,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291377653/DirectorioPadre",
"EM de Valverde del Manjano - Valverde del Manjano (Segovia)",,"Escuela de Música",,"C/ Real, 45","40140","Valverde del Majano","1179298575374",,"921 490 003",,,,,"40.95912736344496#-4.234027862548828#88",,"Enseñanzas Artísticas","1284290941421",1284291378855,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291378855/DirectorioPadre",
"EM de Villamayor - Villamayor (Salamanca)",,"Escuela de Música",,"C/ San Miguel, 1","37185","Villamayor","1179298370510",,"923 289 418",,,,,"40.99541512419097#-5.693063735961914#88",,"Enseñanzas Artísticas","1284292951470",1284292956323,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292956323/DirectorioPadre",
"EMD Arévalo - Arévalo (Ávila)",,"Escuela de Música y Danza",,"C/ Descalzos, 87","05200","Arévalo","1179297191660",,"920 030 001",,,,,"41.056702530560464#-4.714293479919434#88",,"Enseñanzas Artísticas","1142233502881",1284290130340,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290130340/DirectorioPadre",
"EMD de Béjar - Béjar (Salamanca)",,"Escuela de Música y Danza",,"C/ Ronda de Granada, 7","37700","Béjar","1179298197469",,"923 400 599",,,,,"40.38355897815619#-5.766448974609375#88",,"Enseñanzas Artísticas","1284292951470",1142233546516,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233546516/DirectorioPadre",
"EMD de San Ildefonso o La Granja - San Ildefonso o La Granja (Segovia)",,"Escuela de Música y Danza",,"Pza. de España s/n","40100","San Ildefonso O La Granja","1179298554904",,"921 471 877",,,,,"40.8989169774969#-4.00576114654541#88",,"Enseñanzas Artísticas","1284290941421",1284291379568,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284291379568/DirectorioPadre",
"EMD de Segovia - Segovia (Segovia)",,"Escuela de Música y Danza",,"C/ Judería Vieja, 12","40001","Segovia","1179298563848",,"921 466 706",,,,,"40.949468864935845#-4.124722480773926#88",,"Enseñanzas Artísticas","1284290941421",1142233554328,20131105,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233554328/DirectorioPadre",
"EMD de Vitigudino - Vitigudino (Salamanca)",,"Escuela de Música y Danza",,"C/ San Blas, 2","37210","Vitigudino","1179298385746",,"923 500 012",,,,,"41.008855966498224#-6.433396339416504#88",,"Enseñanzas Artísticas","1284292951470",1284292957402,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292957402/DirectorioPadre",
"Enseñanza de Idiomas",,,,,,,,,,,,,,,,"Dirección Provincial de Educación de Burgos","1142233511441",1142233515140,20080226,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233515140/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,,,,,,,,,"Dirección Provincial de Educación de Burgos","1142233511441",1142233514996,20080226,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233514996/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,,,,,,,,,"Dirección Provincial de Educación de Palencia","1142233533657",1142233536541,20080402,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233536541/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,,,,,,,,,"Dirección Provincial de Educación de Ávila","1142233500373",1142233502881,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233502881/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,"Si",,,,,,,,"Dirección Provincial de Educación de León","1142233522739",1142233528023,20131024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233528023/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,"Si",,,,,,,,"Dirección Provincial de Educación de Salamanca","1142233542021",1284292951470,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292951470/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,"Si",,,,,,,,"Dirección Provincial de Educación de Segovia","1142233552159",1284290941421,20131030,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284290941421/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,"Si",,,,,,,,"Dirección Provincial de Educación de Soria","1142233559441",1142233561030,20131010,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233561030/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,"Si",,,,,,,,"Dirección Provincial de Educación de Valladolid","1142233570083",1284293323909,20131231,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284293323909/DirectorioPadre",
"Enseñanzas Artísticas",,,,,,,,"Si",,,,,,,,"Dirección Provincial de Educación de Zamora","1142233579492",1284292025703,20131107,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284292025703/DirectorioPadre",
"Enseñanzas de Idiomas",,,,,,,,,,,,,,,,"Dirección Provincial de Educación de Palencia","1142233533657",1142233536618,20080402,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233536618/DirectorioPadre",
"Enseñanzas de Idiomas",,,,,,,,,,,,,,,,"Dirección Provincial de Educación de Ávila","1142233500373",1142233502984,20131022,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233502984/DirectorioPadre",
