Extract date,Organisation URI,Organisation label,Service type URI,Service type label,Programme ,Event title ,Event description ,Event type,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Tea with the Curator - Gift giving,"Join Curator, Rachel Conroy, for a festive look at Christmas gift giving in the Country House.",Talk,Temple Newsam,Dec,Thurs 1st 2.30pm,Adult,,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Get crafty…,A workshop designed for younger visitors to get creative and take something home that they have made inspired by the collections at Temple Newsam ,Family activity,Temple Newsam,Dec,Sat 3rd 1.30-3.00,,Child normal admission price but accompanying adults free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Discovery  Tour,A one hour tour of the House taking in some of the highlights chosen by our tour guides,Tour,Temple Newsam,Dec,Sat 11 am (except 10th Dc),All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Discovery  Tour,An hour tour of the House taking in some of the highlights chosen by our tour guides,Tour,Temple Newsam,Dec,Sun 11 am (except 11th Dec),All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Twilight Tour,A  guided tour by torchlight through the House and cellars - what secrets will the Hidden Temple Newsam reveal?,Tour,Temple Newsam,Dec,Sat 3pm (except 10th Dec),All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Twilight Tour,A  guided tour by torchlight through the House and cellars - what secrets will the Hidden Temple Newsam reveal?,Tour,Temple Newsam,Dec,Sun 3pm (except 11th Dec),All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Conservation in Action ,Ever wondered how we look after our precious collections?  Now's your chance to see the different methods the team use and how busy we are during the winter months.,Tour,Temple Newsam,Dec,Wed 11am,,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Winter programme,Conservation in Action ,Ever wondered how we look after our precious collections?  Now's your chance to see the different methods the team use and how busy we are during the winter months.,Tour,Temple Newsam,Dec,Wed 2pm,,Normal admission,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Garlands Galore,Please come and help us to make the fresh foliage garlands to decorate the House with for Christmas. Tea and mince pie available to all helpers,Crafts,Temple Newsam,Dec,Thurs 8th 10.30 -3.30,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Step into Christmas with the Fairburn Singers,Come and join The Fairburn Singers for a truly festive choir concert in the glorious Picture Gallery ,,Temple Newsam,Dec,Fri 9th 10.30-3.30,All,10,"Terry Rowley, Concert Secretary,  01977 679221 or 07821603221."
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,500 years of Christmas,"A packed programme to get into the festive spirit this Christmas. Includes: A Tudor banquet display, Tudor carol Karaoke, Jane Austen's music, Victorian merry making, carol singers, strolling story tellers, craft making, festive farm   and a secret winter wonderland journey to meet Father Christmas!",Family activity,Temple Newsam,Dec,Sat 10th 11am-4.00pm,,Adult: £7.40 Child : £ 2.50 Family £17.00  Leeds card and Breeze card discount available. An additional charge to visit Father Christmas  £3 per child over 1 yrs old,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,500 years of Christmas,"A packed programme to get into the festive spirit this Christmas. Includes: A Tudor banquet display, Tudor carol Karaoke, Jane Austen's music, Victorian merry making, carol singers, strolling story tellers, craft making, festive farm   and a secret winter wonderland journey to meet Father Christmas!",Family activity,Temple Newsam,Dec,Sun 11th 11am -4pm,,Adult: £7.40 Child : £ 2.50 Family £17.00  Leeds card and Breeze card discount available. An additional charge to visit Father Christmas  £3 per child over 1 yrs old,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Tues 13th 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Wed 14th 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Thurs 15th 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Fri 16th 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Sat 17th 10.30 - 12.00 and 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Tues 20th 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Wed 21st 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Thurs 22nd 1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Visit Father Christmas,Father Christmas has promised to make a stop at Temple Newsam this year. Explore our winter wonderland to find him  ,Family activity,Temple Newsam,Dec,Fri 23rd  1pm -4pm,Young people,£4 per child,Pre bookable timed tickets for Father Christmas available - 0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Tues 13th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Wed 14th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Thurs 15th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Fri 16th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Tues 20th 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Wed 21st 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Thurs 22nd 11am,All,Normal admission,0113 3367460
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas,Christmas at Temple Newsam Tour,Join a costumed guide for a look at festivity through 500 years of Temple Newsam ,Tour,Temple Newsam,Dec,Fri 23rd 11am,All,Normal admission,0113 3367460
