nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"BON AREA","CL MIRAFLORES (DE) 13","28100","EJE VALDAVIA ESPAÑA","618865705","NO DISPONIBLE","caro3648@gmail.com","www.bonarea.com","ISABEL AMORIN LAMORA","ALIMENTACION","PRODUCTOS ALIMENTARIOS","",40.54359288,-3.63776405
"BOTTONE","CL CONSTITUCION (DE LA) 3","28100","Z.C. CONSTITUCION","916520056 / 916324542","NO DISPONIBLE","bottone@bottone.es","www.bottone.es","EMILIO FERNANDEZ GUILLEN/JESUS ASENJO","MODA Y COMPLEMENTOS","BOUTIQUE DE CABALLERO","",40.54133114,-3.63415546
"BOUTIQUE CARMEN MARTIN DISEÑO Y MODA","CL OLIVAR (DEL) 1 - (ESQUINA C/ MARQUES DE LA VALDALVIA,102)","28100","EJE VALDAVIA ESPAÑA","916638344","NO DISPONIBLE","carmenmartinboutique@hotmail.com","NO DISPONIBLE","CARMEN MARTIN","MODA Y COMPLEMENTOS","MODA TEXTIL Y COMPLEMENTOS MUJER","",40.54705028,-3.64803475
"BRAINS INTERNATIONAL SCHOOLS","CL SALVIA (DE LA) 48","28109","OTRAS ZONAS","916585508","NO DISPONIBLE","jjjimenez@colegiobrains.com","www.colegiobrains.com","JOSE JAVIER JIMENEZ BOZAL","SERVICIOS","EDUCACION INFANTIL, PRIMARIA Y SECUNDARIA","",40.53041728,-3.63179524
"BRITISH COUNCIL","CL CONSTITUCION (DE LA) 59 - 61","28100","Z.C. CONSTITUCION","916592879","916593055","alcobendas@britishcouncil.es","www.britishcouncil.es","ESTHER DE AL FUENTE","SERVICIOS","ENSEÑANZA DE INGLES EN ESPAÑA.ORGANISMO DESTINADO A PROMOCIONAR LA CULTURA DEL REINO UNIDO EN EL MUNDO","",40.54327559,-3.63816957
"BROOKLYN CAR SERVICE","CL ISLAS BIKINI (DE LAS) 2","28100","EJE VALDAVIA ESPAÑA","910070559 / 634092109","NO DISPONIBLE","info@broocars.com","www.broocars.com","RICARDO USEN ROMERO","SERVICIOS","TALLER MECANICO, LAVADO DE COCHES","",40.54256729,-3.63915816
"BRUNO RELOJERIAS","CL CONSTITUCION (DE LA) 33","28100","Z.C. CONSTITUCION","913780478","NO DISPONIBLE","jose@visionmb.com","NO DISPONIBLE","JOSE","MODA Y COMPLEMENTOS","JOYERIA, RELOJERIA","",40.54224379,-3.63602850
"BRUSHING PELUQUERIA","PZ ENCINA (DE LA) 9","28100","OTRAS ZONAS","916546727","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","GEMA MIQUELARENA TELLECHEA","SALUD Y BELLEZA","PELUQUERIA","",40.54695089,-3.64003160
"BSC EXPRESS","CL RAMON Y CAJAL (DE) 5 - OFICINA 13","28100","OTRAS ZONAS","914841808","NO DISPONIBLE","antonio@bscexpress.es","www.bscexpress.es","ANTONIO BRICEÑO  GONZALEZ","CONSTRUCCION Y REFORMA","MANTENIMIENTO, REFORMAS, REPARACIONES Y LIMPIEZA INTEGRAL DE EDIFICOS","",40.54272865,-3.65266376
"BUCLE'S","CL CONSTITUCION (DE LA) 55 - 1º A","28100","Z.C. CONSTITUCION","916535640","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MERCEDES MORICHE PARRA","SALUD Y BELLEZA","PELUQUERIA","",40.54312463,-3.63784740
"BUEL PSICOLOGIA","PS CHOPERA (DE LA) 29 - 1ª PLANTA, OFICINA C-1","28100","EJE CHOPERA","717165023","NO DISPONIBLE","info@buelpsicologia.es","www.buelpsicologia.es","PATRICIA BOLDU DE LUELMO","SALUD Y BELLEZA","CENTRO DE PSICOLOGIA SANITARIA Y CLINICA","",40.54125095,-3.64152375
"BUENA IMPRESION, C.B.","CL PINTOR VELAZQUEZ (DEL) 8","28100","OTRAS ZONAS","916618028  /  618611490","9166118028","buenaimpresion@buenaimpresion.es","www.buenaimpresion.es","MAYTE GARCIA","VARIOS","DISEÑO GRAFICO E IMPRESION DIGITAL","",40.53825254,-3.64034222
"BUENACARNEACASA","CL REYES CATOLICOS (DE LOS) 12","28108","OTRAS ZONAS","916619938","NO DISPONIBLE","admin@buenacarneacasa.com","www@buenmercadoacasa.com","GERMAN FRITZSCH","ALIMENTACION","VENTA ON LINE DE CARNE Y DERIVADOS","",40.53761447,-3.65476569
"BURCEA SORIN","CL MAESTRO LUNA (DEL) 8 - BAJO","28100","OTRAS ZONAS","662013524","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CONSTRUCCION Y REFORMA","ALBAÑILERIA","",40.55345415,-3.64299537
"BURGER KING","CL MARQUES DE LA VALDAVIA (D 169","28100","EJE VALDAVIA ESPAÑA","914840296","914840298","alcobendas@burguerking.es","NO DISPONIBLE","LUIS ANTONIO MAYORAL","HOSTELERIA / OCIO","HOSTELERIA","",40.54847502,-3.66179953
"BURGER KING","CL MARQUESA VIUDA DE ALDAMA 4 - 6","28100","LAS TIENDAS DEL CENTRO","916638092","916638092","juani.deheras@exfran.com","NO DISPONIBLE","JUANI DE HERAS","HOSTELERIA / OCIO","RESTAURANTE","",40.54102341,-3.63357315
"BURGUER KING","BL SALVADOR ALLENDE (DE) 8","28100","OTRAS ZONAS","913239910","NO DISPONIBLE","juani.deheras@exfran.com","NO DISPONIBLE","JUANI D ELAS HERAS","HOSTELERIA / OCIO","RESATUARANTE","",40.53731167,-3.63535765
"BUSOR","PS CHOPERA (DE LA) 70","28100","EJE CHOPERA","916617034","916616354","busor@busor.es","NO DISPONIBLE","GUILLERMO BUSTELO","VARIOS","MAYORISTAS DE MATERIAL DE FERRETERIA Y JARDINERIA","",40.54285651,-3.64239795
"C & T PRODUCTOS Y SERVICIOS","CL CAMINO ALTO (DEL) 131","28109","OTRAS ZONAS","913866816","913738391","info@cyt.com/marcos@cyt.com","www.cyt.com","MARCOS","SERVICIOS","DISEÑADOR PAGINA WEB","",40.52412928,-3.63875133
"C. DE SALAMANCA","CL METALURGIA (DE LA) 1","28108","OTRAS ZONAS","916610010","916613396","NO DISPONIBLE","wwwcdesalamanca.com","MARTA AGERO","SERVICIOS","CONCESIONARIO JAGUAR","",40.53060239,-3.64920762
"C.B. SPORT","PZ CONCORDIA (DE LA) 1 - LOCAL","28100","Z.C. CONSTITUCION","916636917","916636917","chechu_cabas@hotmail.com","NO DISPONIBLE","JOSE VICENTE CABAS ALONSO","SALUD Y BELLEZA","SERVICIOS Y GESTION DEPORTIVA Y CULTURAL","",40.54526148,-3.64038270
"C.ESCUELA INFANTIL MARIA TERESA","CL MARIA TERESA (DE) 4","28100","OTRAS ZONAS","916624081","916612829","religiosascolmteresa@planalfa.es","NO DISPONIBLE","Mª CONCEPCION RIVAS SANCHEZ","SERVICIOS","ENSEÑANZA DE EDUCACION INFANTIL","",40.54734083,-3.65216806
"C.I MAMA CANGURO","PS VALDELASFUENTES (DE) 8 - LOCAL","28100","VALDELASFUENTES","916615084 / 618767731 / 618767732","NO DISPONIBLE","mamacanguro@hotmail.com","NO DISPONIBLE","ANA Mª PASTOR GAMEZ","SERVICIOS","CENTRO DE EDUCACION INFANTIL","",40.54984093,-3.65311963
"C.N. ASESORIA","CL CALENDULA (DE LA) 93","28109","OTRAS ZONAS","696959309  / 917902419","917912901","info@cn-asesoria.es","www.cn-asesoria.es","BEATRIZ BARRERA","SERVICIOS","ASESORIA FISCAL, CONTABLE Y LABORAL","",40.52774217,-3.64515090
"C.T PEQUEÑORRIS","CL MANUEL SERRANO FRUTOS (DE 4","28100","Z.C. CONSTITUCION","916544175","NO DISPONIBLE","pequeñorris_sl@hotmail.com","NO DISPONIBLE","VERONICA ADAN CARRILLO","SERVICIOS","CENTRO INFANTIL","",40.54489158,-3.64221372
"CACTUS","PJ RADIO (DE LA) 3","28100","LAS TIENDAS DEL CENTRO","912290079/ 665578647","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","VERONICA","MODA Y COMPLEMENTOS","TIENDA VAQUERA","",40.54142313,-3.63099572
"CAFÉ BAR ESPEJO","CL CONSTITUCION (DE LA) 97","28100","Z.C. CONSTITUCION","916527240","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MARIANO BRICEÑO MOLINA","HOSTELERIA / OCIO","CAFETERIA","",40.54522333,-3.64237948
"CAFE GRILL LA LUNA","CL PABLO PICASSO (DE) 13","28100","Z.C. CONSTITUCION","916540104","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ISABEL HERNANDEZ","HOSTELERIA / OCIO","CAFETERIA RESTAURANTE, MENU DIARIO, COCINA INTERNACIONAL","",40.54068510,-3.63515701
"CAFE-BAR LA FLOR","CL RUPERTO CHAPI (DE) 57","28100","EJE VALDAVIA ESPAÑA","916530904","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","PILAR AGUADO MARTINEZ","HOSTELERIA / OCIO","CAFETERIA-BAR","",40.54857760,-3.63971968
"CAFETERIA  MANOLO","CL SANTIAGO APOSTOL (DE) 4","28100","LAS TIENDAS DEL CENTRO","660789749","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","AMPARO","HOSTELERIA / OCIO","BAR","",40.54269439,-3.63082712
"CAFETERIA ADRADOS II","CL MARQUES DE LA VALDAVIA (D 110","28100","EJE VALDAVIA ESPAÑA","916512553","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CANDIDO DEL RINCON","HOSTELERIA / OCIO","CAFETERIA-CERVECERIA","",40.54650198,-3.64990288
"CAFETERIA ALCALA","CL LIBERTAD (DE LA) 40","28100","LAS TIENDAS DEL CENTRO","916611729","916611729","pubedwards@terra.es","NO DISPONIBLE","ANGEL LUISALONSO GONZALEZ","HOSTELERIA / OCIO","BAR CAFETERIA","",40.53922951,-3.63647489
"CAFETERIA ALCALA","CL MARQUES DE LA VALDAVIA (D 37","28100","EJE VALDAVIA ESPAÑA","916611540","NO DISPONIBLE","pubedwards@terra.es","NO DISPONIBLE","ANGEL LUIS ALONSO GONZALEZ","HOSTELERIA / OCIO","CAFETERIA","",40.54271008,-3.63913417
"CAFETERIA ANAIS","CL GUADIANA (DEL) 2","28100","OTRAS ZONAS","916543178","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ISIDRO AGUEDA","HOSTELERIA / OCIO","BAR - CAFETERIA","",40.54440600,-3.63949296
"CAFETERIA ASTORGA","CL CONSTITUCION (DE LA) 41","28100","Z.C. CONSTITUCION","916238524","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","EMILIO","HOSTELERIA / OCIO","HOSTELERIA","",40.54256199,-3.63685896
"CAFETERIA DIAZ","CL CONSTITUCION (DE LA) 98","28100","Z.C. CONSTITUCION","916544715 / 666711643","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ALVARO","HOSTELERIA / OCIO","HOSTELERIA","",40.54608482,-3.64323730
"CAFETERIA EL DERBY","CL RUPERTO CHAPI (DE) 9 - 11","28100","EJE VALDAVIA ESPAÑA","916588524 / 616672019","NO DISPONIBLE","pakitoatleti@hotmail.com","NO DISPONIBLE","FRANCISCO VALENCIA MARUGAN","HOSTELERIA / OCIO","CAFETERIA","",40.54778233,-3.64538163
"CAFETERIA -HELADERIA ANDREA","CL ISAAC ALBENIZ (DE) 21","28100","OTRAS ZONAS","916511259","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","HOSTELERIA / OCIO","CAFETERIA- HELADERIA","",40.55055119,-3.64562043
"CAFETERIA MONTANA","CL FUEGO (DEL) 37","28100","Z.C. CONSTITUCION","916542988 / 916543231","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","GABRIEL","HOSTELERIA / OCIO","CAFETERIA","",40.54387683,-3.63543509
"CAFETERIA NIBUR","AV CAMILO JOSE CELA (DE) - S/N","28100","OTRAS ZONAS","916613529/645769370","NO DISPONIBLE","nibur-3000@hotmail.com","NO DISPONIBLE","ANTONIO ORTEGA ALMODOVAR","HOSTELERIA / OCIO","CAFETERIA","",40.54663328,-3.65683688
"CAFETERIA RESTAURANTE LOS ARCOS","PZ FELIPE ALVAREZ GADEA (DE) 4","28100","OTRAS ZONAS","916518842 / 649090991","NO DISPONIBLE","losarcos2006@gmail.com","NO DISPONIBLE","LUIS MIGUEL","HOSTELERIA / OCIO","RESTAURANTE","",40.54096529,-3.63274967
"CAFETERIA SALAMANCA","CL CONSTITUCION (DE LA) 45 - PUESTO 36","28100","Z.C. CONSTITUCION","667985797","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JAVIER MORENO HERNAN","HOSTELERIA / OCIO","BAR CAFETERIA","",40.54272196,-3.63712636
"CAFETERIA TINO´S RESTAURANTE","PZ SAUCE (DEL) 9","28100","EJE VALDAVIA ESPAÑA","916542669 / 636886075","916522880","NO DISPONIBLE","NO DISPONIBLE","Mª CARMEN DOMINGUEZ MUÑOZ","HOSTELERIA / OCIO","HOSTELERIA","",40.54615043,-3.64032801
"CAIXA CATALUNYA","CL MARQUES DE LA VALDAVIA (D 59","28100","EJE VALDAVIA ESPAÑA","916616638","916611502","director-oficina.1606@caixacatalunya.es","www.caixacatalunya.es","MANUEL ESTEBAN GARCIA GONZALEZ","SERVICIOS","CAJAS DE AHORROS","",40.54399667,-3.64193204
"CAIXA CATALUNYA","CL LIBERTAD (DE LA) 5","28100","LAS TIENDAS DEL CENTRO","916519551","916540150","NO DISPONIBLE","www.caixacatalunya.es","NO DISPONIBLE","SERVICIOS","CAJAS DE AHORROS","",40.54076186,-3.63401776
"CAIXA DE AFORROS DE VIGO, OURENSE","CL SAN ANTONIO (DE) 2","28100","LAS TIENDAS DEL CENTRO","916586511","916586512","NO DISPONIBLE","www.caixanova.com","NO DISPONIBLE","SERVICIOS","ENTIDAD BANCARIA","",40.54369778,-3.62977290
"CAIXA PENEDES","CL MARQUESA VIUDA DE ALDAMA 24","28100","LAS TIENDAS DEL CENTRO","916587026","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.54141946,-3.63157437
"CAJA DE AHORROS DEL MEDITERRRANEO","CL MARQUES DE LA VALDAVIA (D 88","28100","EJE VALDAVIA ESPAÑA","916587183","916587186","ofi5530gen@cam.es","www.cam.es","ANGELA GORRITI GUTIERREZ CORTINES","SERVICIOS","CAJA DE AHORROS","",40.54550101,-3.64438664
"CAJA DE AHORROS MUNICIPAL DE BURGOS","AV ERMITA (DE LA) 2","28108","OTRAS ZONAS","916591807 / 947258100","NO DISPONIBLE","NO DISPONIBLE","www.cajadeburgos.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.53624036,-3.63671457
"CAJA ESPAÑA","CL OVIEDO (DE) 1","28100","OTRAS ZONAS","916638469","916586117","NO DISPONIBLE","www.cajaespaña.es","NO DISPONIBLE","SERVICIOS","CAJAS DE AHORROS","",40.54224489,-3.63540862
"CAJA ESPAÑA","CL MARQUES DE LA VALDAVIA (D 63","28100","EJE VALDAVIA ESPAÑA","914841570","914841572","NO DISPONIBLE","www.cajaespaña.es","GEMA CANTARO","SERVICIOS","CAJA DE AHORROS","",40.54415010,-3.64225846
"CAJA GENERAL DE AHORROS DE BADAJOZ","PZ PABLO PICASSO (DE) 1","28100","Z.C. CONSTITUCION","916587038","916518774","NO DISPONIBLE","www.cajabadajoz.es","NO DISPONIBLE","SERVICIOS","OFICINA BANCARIA","",40.54040303,-3.63491378
"CAJA LABORAL POPULAR COOP. DE CREDITO","CL OVIEDO (DE) 1 - SEMIESQUINA CONSTITUCION","28100","OTRAS ZONAS","916593916","916593917","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","SERVICIOS","ENTIDAD BANCARIA","",40.54224489,-3.63540862
"CAJA MADRID","CL FRANCISCO LARGO CABALLERO 40","28100","VALDELASFUENTES","914903510","914903511","NO DISPONIBLE","www.cajamadrid.es","PATRICIA JIMENEZ ISIDRO","SERVICIOS","CAJA DE AHORROS","",40.55383870,-3.65418767
"CAJA MADRID","CL JAEN (DE) 50 - C/V AVDA. MADRID","28100","OTRAS ZONAS","916588870","916588871","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.55101993,-3.63945859
"CAJA MADRID","CL SEGOVIA (DE) 11","28100","OTRAS ZONAS","916587970","916587971","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.54391616,-3.63435351
"CAJA MADRID","CL MANUEL DE FALLA (DE) 71 - C/V MAESTRE BARBIERI","28100","OTRAS ZONAS","916573195","916573196","NO DISPONIBLE","www.cajamadrid.es","ANGEL YENES CRISADO","SERVICIOS","CAJA DE AHORROS","",40.55304402,-3.64222124
"CAJA MADRID","CL CONSTITUCION (DE LA) 92","28100","Z.C. CONSTITUCION","916573135","916573136","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS. ENTIDAD FINANCIERA","",40.54518491,-3.64151688
"CAJA MADRID","PS CHOPERA (DE LA) 7","28100","EJE CHOPERA","916573175","916573176","NO DISPONIBLE","www.cajamadrid.es","YOLANDA GRANDE","SERVICIOS","CAJA DE AHORROS","",40.53848488,-3.63862920
"CAJA MADRID","CL MARQUESA VIUDA DE ALDAMA 42","28100","LAS TIENDAS DEL CENTRO","916573215","916573216","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.54225857,-3.63062704
"CAJA MADRID","CL MINA (DE LA) 7","28100","OTRAS ZONAS","916572185","916572186","NO DISPONIBLE","www.cajamadrid.es","SERAFIN ALVAREZ","SERVICIOS","CAJA DE AHORROS","",40.54007995,-3.63718136
"CAJA MADRID","PS CHOPERA (DE LA) 121","28100","EJE CHOPERA","916573614","916573729","oficina_5907@cajamadrid.es","www.cajamadrid.es","SAGRARIO CARAZO ALVAREZ","SERVICIOS","CAJA DE AHORROS","",40.54473728,-3.65228640
"CAJA MADRID","CL ORENSE (DE) 9","28100","Z.C. CONSTITUCION","916573375","916573376","NO DISPONIBLE","www.cajamadrid.es","FRANCISCO ALVAREZ","SERVICIOS","CAJA DE AHORROS. ENTIDAD FINANCIERA","",40.54184522,-3.63692193
"CAJA MADRID","PS CHOPERA (DE LA) 92 - C/V ESPAÑA","28100","EJE CHOPERA","916573575","916573576","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.54324343,-3.64329958
"CAJA MADRID","CL RUPERTO CHAPI (DE) 53","28100","EJE VALDAVIA ESPAÑA","916573035","916573036","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.54856838,-3.64055858
"CAJA MADRID","CL MARQUESA VIUDA DE ALDAMA 5","28100","LAS TIENDAS DEL CENTRO","916573450","916573451","llazaroc@cajamadrid.es","www.cajamadrid.es","LUIS MARIA LAZARO CUENCA","SERVICIOS","CAJA DE AHORROS. ENTIDAD FINANCIERA","",40.54118117,-3.63331383
"CAJA MADRID","PS CHOPERA (DE LA) 325","28100","EJE CHOPERA","916574900","916574901","NO DISPONIBLE","www.cajamadrid.es","MARIA ANGELES","SERVICIOS","CAJA DE AHORROS","",40.54491121,-3.65947969
"CAJA MADRID","CL CONSTITUCION (DE LA) 70","28100","Z.C. CONSTITUCION","916592170","916592171","NO DISPONIBLE","www.cajamadrid.es","NO DISPONIBLE","SERVICIOS","CAJA DE AHORROS","",40.54359541,-3.63850312
"CAJA MADRID","CL MARQUES DE LA VALDAVIA (D 104","28100","EJE VALDAVIA ESPAÑA","916586038","916586140","oficina_2923@cajamadrid.es","www.cajamadrid.es","PILAR MARTINEZ","SERVICIOS","CAJA DE AHORROS","",40.54657180,-3.64815770
"CAJA MADRID","CL CAMINO DEL SOTO (DEL) - S/N","28109","OTRAS ZONAS","916585050","916585051","NO DISPONIBLE","www.cajamadrid.es","JAVIER RUEDA ESTEBAN","SERVICIOS","CAJA DE AHORROS","",40.54104188,-3.63240185
"CAJA MADRID","PS VALDELASFUENTES (DE) 8","28100","VALDELASFUENTES","914903190","914841891","asanchec@cajamadrid.es","www.cajamadrid.es","ANGEL SANCHEZ CALDERON","SERVICIOS","CAJA DE AHORROS","",40.54984093,-3.65311963
"CAJA NAVARRA","TR MARQUESA VIUDA DE ALDAMA 14","28100","LAS TIENDAS DEL CENTRO","916237165","916237168","samuel.fernandezperez@cajanavarra.es","www.cajanavarra.es","SAMUEL FERNANDEZ / CARLOS SALINAS","SERVICIOS","CAJA DE AHORROS","",40.51497857,-3.63532199
"CAJA NAVARRA","AV CAMILO JOSE CELA (DE) 14","28100","OTRAS ZONAS","916574008","916574239","emma.gutierrez@cajanavarra.es","www.can.es","EMMA GUTIERREZ","SERVICIOS","CAJA DE AHORROS","",40.54477147,-3.65738238
"CAJA RIOJA","CL MARQUES DE LA VALDAVIA (D 61","28100","EJE VALDAVIA ESPAÑA","916620518","916615442","clinares@cajarioja.es","www.cajarioja.es","CELIA LINARES PECHARROMAN","SERVICIOS","CAJA DE AHORROS","",40.54407315,-3.64209477
"CAJAMAR","CL LIBERTAD (DE LA) 17","28100","LAS TIENDAS DEL CENTRO","916513011-916513154","916591428","cajamar1910@cajamar.com","www.cajamar.es","PEDRO RAMON MARTINEZ AGUIRRE","SERVICIOS","CAJA DE AHORROS","",40.54041859,-3.63445235
"CALZADOS ARTESANOS RICO","CL RUPERTO CHAPI (DE) 41","28100","EJE VALDAVIA ESPAÑA","916549306 / 600301185","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","FRANCISCA MERCHAN FERNANDEZ","MODA Y COMPLEMENTOS","CALZADO DE SEÑORA Y CABALLERO","",40.54856615,-3.64116875
"CALZADOS ESSICA","CL ISABEL ROSILLO (DE) 6","28100","Z.C. CONSTITUCION","916514104","NO DISPONIBLE","vcobo1981@hotmail.com","NO DISPONIBLE","JULIO MANZANO  GARCIA","MODA Y COMPLEMENTOS","CALZADO SEÑORA, CABALLERO Y NIÑO","",40.54280850,-3.63591678
"CALZADOS ESSICA","CL ISABEL ROSILLO (DE) 6","28100","Z.C. CONSTITUCION","916511440/669291846","NO DISPONIBLE","calzadoessica@hotmail.com","NO DISPONIBLE","RUDESINDO RODRIGUEZ ANTON","MODA Y COMPLEMENTOS","ZAPATERIA","",40.54280850,-3.63591678
"CALZADOS MASKA","CL CONSTITUCION (DE LA) 44","28100","Z.C. CONSTITUCION","916513343 / 91654585/916524585","NO DISPONIBLE","brujolaber66@hotmail.com","NO DISPONIBLE","JOSE ANGEL LABERNIA LOPEZ","MODA Y COMPLEMENTOS","ZAPATERIA","",40.54283468,-3.63702101
"CALZADOS MASKA","CL MARQUESA VIUDA DE ALDAMA 30","28100","LAS TIENDAS DEL CENTRO","916524585","916524585","lagopie.maska@hotmail.com","NO DISPONIBLE","MILAGROS ARROYO ALVAREZ / NURIA ARROYO ALVAREZ","MODA Y COMPLEMENTOS","ZAPATERIA","",40.54175023,-3.63117572
"CALZADOS PALENCIA","CL MIÑO (DEL) 3","28100","Z.C. CONSTITUCION","916527078","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO BRICEÑO","MODA Y COMPLEMENTOS","ZAPATERIA","",40.54396996,-3.63921487
"CAMBIAR EDUCANDO","CL MARQUES DE LA VALDAVIA (D 77","28100","EJE VALDAVIA ESPAÑA","655031114","NO DISPONIBLE","noelia@cambiareducando.com","www.cambiareducando.com","NOELIA ESTEVEZ","SALUD Y BELLEZA","EDUCACION Y PSICOLOGIA","",40.54579719,-3.64598478
"CANOPO LINE","CL FUEGO (DEL) 40","28100","Z.C. CONSTITUCION","916548994","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ASCENSION","MODA Y COMPLEMENTOS","ROPA DE SEÑORA","",40.54429209,-3.63521578
"CAPRICHOS","CL FUEGO (DEL) 30","28100","Z.C. CONSTITUCION","916515108","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LUIS FERNANDO FERNANDEZ MORENO","MODA Y COMPLEMENTOS","ROPA INFANTIL","",40.54299536,-3.63510419
"CARACOL","CL MAESTRO GUERRERO (DEL) 1","28100","OTRAS ZONAS","651681682","NO DISPONIBLE","marialuisaperezjf@hotmail.com","NO DISPONIBLE","MARIA LUISA PEREZ ALVAREZ","MODA Y COMPLEMENTOS","ROPA DE SEÑORA","",40.55368835,-3.64118050
"CAR-CAST","CL SEGOVIA (DE) 15","28100","OTRAS ZONAS","636999402","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CARMEN CASTELLANOS","HOSTELERIA / OCIO","PUB","",40.54394128,-3.63387404
"CARLIN","CL OVIEDO (DE) 1","28100","OTRAS ZONAS","727726481","NO DISPONIBLE","hiperalcobendas@carlin.es","NO DISPONIBLE","VICTORIA ANDREA","HOSTELERIA / OCIO","PAPELERIA","",40.54224489,-3.63540862
"CARLIN HIPERPALERIA","PS CHOPERA (DE LA) 103","28100","EJE CHOPERA","652426258 / 652445623","NO DISPONIBLE","carlinpaseodelachopera@gmail.com","NO DISPONIBLE","MOISES BELILTY","HOSTELERIA / OCIO","HIPERPALERIA","",40.54463218,-3.64968830
"CARLOS MONTEJO","PS CHOPERA (DE LA) 3 - 5 GALERIA COMERCIAL LOCAL Nº 31 POLLERIA","28100","EJE CHOPERA","916619076 / 619282026","NO DISPONIBLE","carlospolleria@gmail.com","NO DISPONIBLE","CARLOS MONTEJO SAN JOSE","ALIMENTACION","POLLERIA, HUEVOS, AVES Y CAZA","",40.53970109,-3.64000752
"CARLOS MOTOR","CL FUEGO (DEL) 49 -  -59","28100","Z.C. CONSTITUCION","916518164 / 696479079/916517186","916538278/916238864","talleres@carlosmotor.e.telefonica.net","www.carlosmotor.com","CARLOS RODRIGUEZ MORCILLO","SERVICIOS","REPARACION Y COMPRA-VENTA DE VEHICULOS (SERVICIO OFICIAL FORD)","",40.54484280,-3.63547637
"CARLOS PONCE AYUSO","AV ESPAÑA (DE) 48 - MERCA II PUESTO 4","28100","EJE VALDAVIA ESPAÑA","916512754","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CARLOS PONCE","ALIMENTACION","CHARCUTERIA","",40.54773953,-3.63885434
"CARMELITA","CL MIÑO (DEL) 3","28100","Z.C. CONSTITUCION","616256159","NO DISPONIBLE","stacymr.93@gmail.com","NO DISPONIBLE","NO DISPONIBLE","MODA Y COMPLEMENTOS","ARREGLOS, TINTORERIA Y ZAPATERO","",40.54396996,-3.63921487
"CARNES RIVAS FIAMBRES","CL PABLO PICASSO (DE) 58","28100","Z.C. CONSTITUCION","916521603","NO DISPONIBLE","contacto@carniceriarivas.com","www.carniceriarivas.com","ENRIQUE RIVAS GONZALEZ","ALIMENTACION","CARNICERIA Y FIAMBRES","",40.54246950,-3.63752549
"CARNICERIA","CL CONSTITUCION (DE LA) 43 - GALERIA AVD. PUESTO 45","28100","Z.C. CONSTITUCION","916544963","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MARTIN, PEDRO","ALIMENTACION","CARNICERIA","",40.54263995,-3.63698826
"CARNICERIA","AV ESPAÑA (DE) 3","28100","EJE VALDAVIA ESPAÑA","916542687","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","FERNANDO VERGARA GONZALEZ","ALIMENTACION","CARNICERIA","",40.54541831,-3.64326489
